date,channel,spend
2026-01-22,email,1744.55
2026-01-22,referral,3615.06
2026-01-22,influencer,7349.93
2026-01-23,paid_search,15425.53
2026-01-23,paid_social,13811.9
2026-01-23,email,2251.51
2026-01-23,referral,3623.68
2026-01-23,influencer,6218.79
2026-01-24,paid_search,18055.51
2026-01-24,paid_social,15693.19
2026-01-24,email,1797.0
2026-01-24,referral,3366.6
2026-01-24,influencer,5939.49
2026-01-25,paid_search,11610.05
2026-01-25,paid_social,10117.98
2026-01-25,email,1815.28
2026-01-25,referral,4109.54
2026-01-25,influencer,6246.9
2026-01-26,paid_search,7247.67
2026-01-26,paid_social,12538.07
2026-01-26,email,1618.96
2026-01-26,referral,3660.4
2026-01-26,influencer,5315.0
2026-01-27,paid_search,17998.92
2026-01-27,paid_social,15304.33
2026-01-27,email,1757.16
2026-01-27,referral,2438.09
2026-01-27,influencer,5954.14
2026-01-28,paid_search,15663.14
2026-01-28,paid_social,14391.17
2026-01-28,email,2272.94
2026-01-28,referral,3216.34
2026-01-28,influencer,7576.77
2026-01-29,paid_search,20715.38
2026-01-29,paid_social,12613.45
2026-01-29,email,1848.5
2026-01-29,referral,2924.19
2026-01-29,influencer,8307.04
2026-01-30,paid_search,15352.46
2026-01-30,paid_social,11987.63
2026-01-30,email,1433.56
2026-01-30,referral,3378.54
2026-01-30,influencer,4530.12
2026-01-31,paid_search,17723.27
2026-01-31,paid_social,10770.9
2026-01-31,email,2118.49
2026-01-31,referral,3807.18
2026-01-31,influencer,5657.29
2026-02-01,paid_search,16392.57
2026-02-01,paid_social,9823.08
2026-02-01,email,1371.72
2026-02-01,referral,3515.07
2026-02-01,influencer,4929.9
2026-02-02,paid_search,16624.37
2026-02-02,paid_social,16472.56
2026-02-02,email,1745.29
2026-02-02,referral,2041.65
2026-02-02,influencer,6025.33
2026-02-03,paid_search,14983.97
2026-02-03,paid_social,13731.46
2026-02-03,email,1933.67
2026-02-03,referral,3421.04
2026-02-03,influencer,6851.17
2026-02-04,paid_search,17468.46
2026-02-04,paid_social,12192.79
2026-02-04,email,2075.01
2026-02-04,referral,3482.12
2026-02-04,influencer,5288.12
2026-02-05,paid_search,13200.3
2026-02-05,paid_social,14077.33
2026-02-05,email,1605.2
2026-02-05,referral,2151.71
2026-02-05,influencer,5695.62
2026-02-06,paid_search,12402.94
2026-02-06,paid_social,10386.36
2026-02-06,email,1970.6
2026-02-06,referral,3520.5
2026-02-06,influencer,5472.18
2026-02-07,paid_search,16009.99
2026-02-07,paid_social,15647.89
2026-02-07,email,1554.35
2026-02-07,referral,3628.01
2026-02-07,influencer,5942.16
2026-02-08,paid_search,16117.18
2026-02-08,paid_social,12375.19
2026-02-08,email,1470.33
2026-02-08,referral,2723.38
2026-02-08,influencer,5656.92
2026-02-09,paid_search,13940.86
2026-02-09,paid_social,14657.26
2026-02-09,email,2350.73
2026-02-09,referral,3476.53
2026-02-09,influencer,8439.31
2026-02-10,paid_search,16572.37
2026-02-10,paid_social,12160.26
2026-02-10,email,1548.58
2026-02-10,referral,3598.85
2026-02-10,influencer,4449.71
2026-02-11,paid_search,16357.39
2026-02-11,paid_social,12131.18
2026-02-11,email,2335.98
2026-02-11,referral,3555.34
2026-02-11,influencer,7065.34
2026-02-12,paid_search,17830.69
2026-02-12,paid_social,11290.77
2026-02-12,email,2278.83
2026-02-12,referral,4348.03
2026-02-12,influencer,7993.03
2026-02-13,paid_search,14700.92
2026-02-13,paid_social,13850.0
2026-02-13,email,1823.92
2026-02-13,referral,3619.43
2026-02-13,influencer,7119.61
2026-02-14,paid_search,16481.23
2026-02-14,paid_social,13403.48
2026-02-14,email,2395.0
2026-02-14,referral,4178.01
2026-02-14,influencer,6446.78
2026-02-15,paid_search,16996.51
2026-02-15,paid_social,13801.7
2026-02-15,email,1334.86
2026-02-15,referral,3124.21
2026-02-15,influencer,6111.26
2026-02-16,paid_search,15481.94
2026-02-16,paid_social,11716.82
2026-02-16,email,1794.21
2026-02-16,referral,2941.39
2026-02-16,influencer,7398.59
2026-02-17,paid_search,11544.23
2026-02-17,paid_social,13895.43
2026-02-17,email,912.82
2026-02-17,referral,3258.58
2026-02-17,influencer,4980.38
2026-02-18,paid_search,16516.47
2026-02-18,paid_social,14102.21
2026-02-18,email,1729.28
2026-02-18,referral,3269.34
2026-02-18,influencer,6354.76
2026-02-19,paid_search,10950.49
2026-02-19,paid_social,13162.87
2026-02-19,email,1923.19
2026-02-19,referral,2653.45
2026-02-19,influencer,6951.82
2026-02-20,paid_search,14667.34
2026-02-20,paid_social,12307.75
2026-02-20,email,1687.65
2026-02-20,referral,4236.26
2026-02-20,influencer,6276.2
2026-02-21,paid_search,12703.0
2026-02-21,paid_social,11944.75
2026-02-21,email,2078.8
2026-02-21,referral,3802.14
2026-02-21,influencer,6063.43
2026-02-22,paid_search,13462.59
2026-02-22,paid_social,15419.15
2026-02-22,email,1476.04
2026-02-22,referral,3004.29
2026-02-22,influencer,7697.55
2026-02-23,paid_search,13245.85
2026-02-23,paid_social,14715.26
2026-02-23,email,2263.14
2026-02-23,referral,2840.57
2026-02-23,influencer,8648.16
2026-02-24,paid_search,14384.32
2026-02-24,paid_social,10628.28
2026-02-24,email,1766.33
2026-02-24,referral,4784.33
2026-02-24,influencer,8035.22
2026-02-25,paid_search,15091.23
2026-02-25,paid_social,10422.0
2026-02-25,email,1808.93
2026-02-25,referral,3723.56
2026-02-25,influencer,6566.73
2026-02-26,paid_search,11374.25
2026-02-26,paid_social,11536.49
2026-02-26,email,1586.8
2026-02-26,referral,3946.71
2026-02-26,influencer,6577.6
2026-02-27,paid_search,18851.27
2026-02-27,paid_social,11455.21
2026-02-27,email,1647.68
2026-02-27,referral,4203.92
2026-02-27,influencer,8348.76
2026-02-28,paid_search,17211.18
2026-02-28,paid_social,15759.78
2026-02-28,email,1144.91
2026-02-28,referral,3208.06
2026-02-28,influencer,8709.92
2026-03-01,paid_search,16689.28
2026-03-01,paid_social,10321.45
2026-03-01,email,1812.19
2026-03-01,referral,2075.5
2026-03-01,influencer,6983.25
2026-03-02,paid_search,17057.02
2026-03-02,paid_social,12198.66
2026-03-02,email,1830.95
2026-03-02,referral,3014.55
2026-03-02,influencer,5702.31
2026-03-03,paid_search,14712.86
2026-03-03,paid_social,10472.88
2026-03-03,email,1927.18
2026-03-03,referral,3587.15
2026-03-03,influencer,7047.44
2026-03-04,paid_search,17061.81
2026-03-04,paid_social,11758.39
2026-03-04,email,1450.53
2026-03-04,referral,3969.22
2026-03-04,influencer,7612.69
2026-03-05,paid_search,15836.84
2026-03-05,paid_social,10291.19
2026-03-05,email,1722.94
2026-03-05,referral,3784.93
2026-03-05,influencer,6054.87
2026-03-06,paid_search,13056.47
2026-03-06,paid_social,11999.74
2026-03-06,email,2113.21
2026-03-06,referral,2319.5
2026-03-06,influencer,7827.44
2026-03-07,paid_search,13199.68
2026-03-07,paid_social,9424.01
2026-03-07,email,1359.78
2026-03-07,referral,2680.65
2026-03-07,influencer,7385.81
2026-03-08,paid_search,11265.02
2026-03-08,paid_social,11988.71
2026-03-08,email,1999.18
2026-03-08,referral,4158.36
2026-03-08,influencer,6435.73
2026-03-09,paid_search,16757.06
2026-03-09,paid_social,8037.56
2026-03-09,email,1497.07
2026-03-09,referral,2538.5
2026-03-09,influencer,6432.39
2026-03-10,paid_search,13002.83
2026-03-10,paid_social,16311.99
2026-03-10,email,1702.34
2026-03-10,referral,3681.98
2026-03-10,influencer,5352.57
2026-03-11,paid_search,15602.22
2026-03-11,paid_social,11733.76
2026-03-11,email,1859.73
2026-03-11,referral,3078.13
2026-03-11,influencer,6144.29
2026-03-12,paid_search,15328.41
2026-03-12,paid_social,9940.05
2026-03-12,email,1386.84
2026-03-12,referral,3110.25
2026-03-12,influencer,5912.3
2026-03-13,paid_search,19200.81
2026-03-13,paid_social,14699.47
2026-03-13,email,1812.51
2026-03-13,referral,2434.94
2026-03-13,influencer,4520.3
2026-03-14,paid_search,15434.86
2026-03-14,paid_social,8945.84
2026-03-14,email,2095.1
2026-03-14,referral,2817.91
2026-03-14,influencer,7595.14
2026-03-15,paid_search,13017.78
2026-03-15,paid_social,13950.24
2026-03-15,email,1944.78
2026-03-15,referral,2675.42
2026-03-15,influencer,6253.97
2026-03-16,paid_search,15213.2
2026-03-16,paid_social,12443.11
2026-03-16,email,1970.09
2026-03-16,referral,3556.26
2026-03-16,influencer,6549.5
2026-03-17,paid_search,14199.0
2026-03-17,paid_social,12216.76
2026-03-17,email,1645.75
2026-03-17,referral,2134.09
2026-03-17,influencer,7566.74
2026-03-18,paid_search,16161.1
2026-03-18,paid_social,13106.76
2026-03-18,email,2010.85
2026-03-18,referral,2446.02
2026-03-18,influencer,6835.33
2026-03-19,paid_search,15457.61
2026-03-19,paid_social,10176.92
2026-03-19,email,1946.68
2026-03-19,referral,3484.69
2026-03-19,influencer,4929.83
2026-03-20,paid_search,15089.65
2026-03-20,paid_social,9528.22
2026-03-20,email,1816.21
2026-03-20,referral,2302.66
2026-03-20,influencer,8775.23
2026-03-21,paid_search,13292.68
2026-03-21,paid_social,13186.29
2026-03-21,email,2291.84
2026-03-21,referral,2214.6
2026-03-21,influencer,5083.63
2026-03-22,paid_search,17594.71
2026-03-22,paid_social,9040.58
2026-03-22,email,1836.93
2026-03-22,referral,3631.6
2026-03-22,influencer,6726.11
2026-03-23,paid_search,17599.9
2026-03-23,paid_social,12374.54
2026-03-23,email,2231.57
2026-03-23,referral,4387.44
2026-03-23,influencer,4810.89
2026-03-24,paid_search,11468.28
2026-03-24,paid_social,12189.1
2026-03-24,email,1734.67
2026-03-24,referral,2611.9
2026-03-24,influencer,6142.15
2026-03-25,paid_search,12633.23
2026-03-25,paid_social,12051.4
2026-03-25,email,1526.12
2026-03-25,referral,4206.99
2026-03-25,influencer,7468.25
2026-03-26,paid_search,17541.27
2026-03-26,paid_social,12764.0
2026-03-26,email,1479.47
2026-03-26,referral,4272.55
2026-03-26,influencer,4487.68
2026-03-27,paid_search,15850.27
2026-03-27,paid_social,16251.89
2026-03-27,email,1513.75
2026-03-27,referral,4619.56
2026-03-27,influencer,5372.89
2026-03-28,paid_search,14568.29
2026-03-28,paid_social,17256.49
2026-03-28,email,1222.45
2026-03-28,referral,3642.33
2026-03-28,influencer,4608.73
2026-03-29,paid_search,22209.14
2026-03-29,paid_social,14309.05
2026-03-29,email,2328.39
2026-03-29,referral,3680.57
2026-03-29,influencer,6841.23
2026-03-30,paid_search,17734.85
2026-03-30,paid_social,13984.77
2026-03-30,email,1717.27
2026-03-30,referral,3662.45
2026-03-30,influencer,6274.67
2026-03-31,paid_search,16971.8
2026-03-31,paid_social,12430.22
2026-03-31,email,1005.06
2026-03-31,referral,2692.26
2026-03-31,influencer,5968.81
2026-04-01,paid_search,17147.08
2026-04-01,paid_social,12402.91
2026-04-01,email,1791.3
2026-04-01,referral,3468.03
2026-04-01,influencer,5692.95
2026-04-02,paid_search,15469.87
2026-04-02,paid_social,12424.79
2026-04-02,email,1959.7
2026-04-02,referral,2562.81
2026-04-02,influencer,7765.53
2026-04-03,paid_search,15184.71
2026-04-03,paid_social,14605.76
2026-04-03,email,1817.11
2026-04-03,referral,3854.69
2026-04-03,influencer,6299.77
2026-04-04,paid_search,17027.86
2026-04-04,paid_social,11501.98
2026-04-04,email,1627.94
2026-04-04,referral,3048.18
2026-04-04,influencer,7310.53
2026-04-05,paid_search,14242.7
2026-04-05,paid_social,15102.86
2026-04-05,email,1331.46
2026-04-05,referral,2089.23
2026-04-05,influencer,4469.47
2026-04-06,paid_search,10147.0
2026-04-06,paid_social,14933.9
2026-04-06,email,2089.21
2026-04-06,referral,3441.61
2026-04-06,influencer,6086.11
2026-04-07,paid_search,17869.95
2026-04-07,paid_social,14707.37
2026-04-07,email,2041.04
2026-04-07,referral,3029.06
2026-04-07,influencer,5262.82
2026-04-08,paid_search,12228.05
2026-04-08,paid_social,11568.96
2026-04-08,email,1972.96
2026-04-08,referral,4085.36
2026-04-08,influencer,7622.64
2026-04-09,paid_search,14091.49
2026-04-09,paid_social,10088.28
2026-04-09,email,2119.66
2026-04-09,referral,3193.23
2026-04-09,influencer,7110.71
2026-04-10,paid_search,17612.72
2026-04-10,paid_social,14202.71
2026-04-10,email,1627.81
2026-04-10,referral,2654.09
2026-04-10,influencer,7475.09
2026-04-11,paid_search,9679.06
2026-04-11,paid_social,15662.74
2026-04-11,email,1660.42
2026-04-11,referral,3928.82
2026-04-11,influencer,7942.3
2026-04-12,paid_search,18448.23
2026-04-12,paid_social,15980.48
2026-04-12,email,2063.94
2026-04-12,referral,3801.12
2026-04-12,influencer,8184.54
2026-04-13,paid_search,16083.63
2026-04-13,paid_social,12323.93
2026-04-13,email,2132.54
2026-04-13,referral,3023.24
2026-04-13,influencer,3727.88
2026-04-14,paid_search,14019.25
2026-04-14,paid_social,14161.8
2026-04-14,email,1865.74
2026-04-14,referral,2846.38
2026-04-14,influencer,6504.72
2026-04-15,paid_search,16012.14
2026-04-15,paid_social,12143.19
2026-04-15,email,2315.08
2026-04-15,referral,2602.31
2026-04-15,influencer,6597.05
2026-04-16,paid_search,14814.88
2026-04-16,paid_social,10469.88
2026-04-16,email,1839.22
2026-04-16,referral,3309.73
2026-04-16,influencer,6427.97
2026-04-17,paid_search,17843.07
2026-04-17,paid_social,11101.84
2026-04-17,email,1348.43
2026-04-17,referral,3368.94
2026-04-17,influencer,5951.4
2026-04-18,paid_search,16947.32
2026-04-18,paid_social,11245.65
2026-04-18,email,1619.65
2026-04-18,referral,3679.08
2026-04-18,influencer,5687.09
2026-04-19,paid_search,14506.81
2026-04-19,paid_social,13092.9
2026-04-19,email,2122.56
2026-04-19,referral,3095.61
2026-04-19,influencer,6246.24
2026-04-20,paid_search,16078.33
2026-04-20,paid_social,15729.41
2026-04-20,email,1357.54
2026-04-20,referral,3830.52
2026-04-20,influencer,5931.46
2026-04-21,paid_search,11194.43
2026-04-21,paid_social,13114.41
2026-04-21,email,1858.36
2026-04-21,referral,2911.98
2026-04-21,influencer,5694.85
2026-04-22,paid_search,10537.22
2026-04-22,paid_social,12589.24
2026-04-22,email,1516.99
2026-04-22,referral,3383.39
2026-04-22,influencer,5977.28
2026-04-23,paid_search,13010.5
2026-04-23,paid_social,12450.02
2026-04-23,email,1927.75
2026-04-23,referral,3502.7
2026-04-23,influencer,7106.67
2026-04-24,paid_search,14558.62
2026-04-24,paid_social,15002.87
2026-04-24,email,2342.9
2026-04-24,referral,3821.55
2026-04-24,influencer,5703.82
2026-04-25,paid_search,14814.86
2026-04-25,paid_social,11821.93
2026-04-25,email,1888.91
2026-04-25,referral,3411.5
2026-04-25,influencer,5166.52
2026-04-26,paid_search,11547.33
2026-04-26,paid_social,14813.32
2026-04-26,email,1563.61
2026-04-26,referral,3497.3
2026-04-26,influencer,5019.46
2026-04-27,paid_search,19360.02
2026-04-27,paid_social,11469.0
2026-04-27,email,2076.14
2026-04-27,referral,2201.52
2026-04-27,influencer,5762.47
2026-04-28,paid_search,10898.55
2026-04-28,paid_social,14141.16
2026-04-28,email,1754.92
2026-04-28,referral,3910.46
2026-04-28,influencer,5707.65
2026-04-29,paid_search,13600.18
2026-04-29,paid_social,13647.79
2026-04-29,email,1354.22
2026-04-29,referral,3944.1
2026-04-29,influencer,7565.33
2026-04-30,paid_search,11227.23
2026-04-30,paid_social,12702.56
2026-04-30,email,1906.18
2026-04-30,referral,3877.55
2026-04-30,influencer,4981.32
2026-05-01,paid_search,12520.03
2026-05-01,paid_social,12544.31
2026-05-01,email,1925.22
2026-05-01,referral,3843.24
2026-05-01,influencer,4419.56
2026-05-02,paid_search,18739.39
2026-05-02,paid_social,13517.73
2026-05-02,email,1966.58
2026-05-02,referral,2898.61
2026-05-02,influencer,6943.42
2026-05-03,paid_search,12489.04
2026-05-03,paid_social,13182.46
2026-05-03,email,1823.25
2026-05-03,referral,2747.43
2026-05-03,influencer,6444.78
2026-05-04,paid_search,16679.24
2026-05-04,paid_social,14257.65
2026-05-04,email,1825.96
2026-05-04,referral,3839.21
2026-05-04,influencer,5194.93
2026-05-05,paid_search,15045.81
2026-05-05,paid_social,12636.13
2026-05-05,email,1207.65
2026-05-05,referral,3703.65
2026-05-05,influencer,6271.96
2026-05-06,paid_search,15405.43
2026-05-06,paid_social,15033.85
2026-05-06,email,1684.04
2026-05-06,referral,3377.3
2026-05-06,influencer,4851.84
2026-05-07,paid_search,14837.03
2026-05-07,paid_social,14612.25
2026-05-07,email,1987.68
2026-05-07,referral,3346.08
2026-05-07,influencer,7550.22
2026-05-08,paid_search,12907.5
2026-05-08,paid_social,15255.85
2026-05-08,email,1817.46
2026-05-08,referral,4222.25
2026-05-08,influencer,7052.16
2026-05-09,paid_search,16872.58
2026-05-09,paid_social,11071.82
2026-05-09,email,2193.37
2026-05-09,referral,3962.51
2026-05-09,influencer,5936.52
2026-05-10,paid_search,15530.43
2026-05-10,paid_social,12648.16
2026-05-10,email,1449.73
2026-05-10,referral,4317.33
2026-05-10,influencer,6918.73
2026-05-11,paid_search,11811.45
2026-05-11,paid_social,9931.47
2026-05-11,email,1851.86
2026-05-11,referral,3133.82
2026-05-11,influencer,8152.32
2026-05-12,paid_search,18342.31
2026-05-12,paid_social,13391.51
2026-05-12,email,2025.67
2026-05-12,referral,3537.81
2026-05-12,influencer,7467.88
2026-05-13,paid_search,13928.01
2026-05-13,paid_social,11101.75
2026-05-13,email,2036.14
2026-05-13,referral,3758.75
2026-05-13,influencer,7651.74
2026-05-14,paid_search,19067.52
2026-05-14,paid_social,12130.68
2026-05-14,email,1523.79
2026-05-14,referral,3991.46
2026-05-14,influencer,7652.65
2026-05-15,paid_search,14935.04
2026-05-15,paid_social,13756.43
2026-05-15,email,1773.39
2026-05-15,referral,3052.39
2026-05-15,influencer,6636.01
2026-05-16,paid_search,16638.21
2026-05-16,paid_social,12826.52
2026-05-16,email,1459.17
2026-05-16,referral,4463.3
2026-05-16,influencer,5806.09
2026-05-17,paid_search,12884.17
2026-05-17,paid_social,11513.32
2026-05-17,email,1603.93
2026-05-17,referral,3424.86
2026-05-17,influencer,6253.73
2026-05-18,paid_search,13927.36
2026-05-18,paid_social,11663.3
2026-05-18,email,1592.48
2026-05-18,referral,3337.35
2026-05-18,influencer,5534.69
2026-05-19,paid_search,15617.07
2026-05-19,paid_social,11940.27
2026-05-19,email,2306.78
2026-05-19,referral,3865.43
2026-05-19,influencer,4192.0
2026-05-20,paid_search,14953.0
2026-05-20,paid_social,13223.77
2026-05-20,email,1303.85
2026-05-20,referral,3214.23
2026-05-20,influencer,7258.48
2026-05-21,paid_search,17500.35
2026-05-21,paid_social,15149.62
2026-05-21,email,2157.84
2026-05-21,referral,3268.25
2026-05-21,influencer,6459.73
2026-05-22,paid_search,16216.19
2026-05-22,paid_social,12723.23
2026-05-22,email,2042.62
2026-05-22,referral,2977.54
2026-05-22,influencer,5625.63
2026-05-23,paid_search,17910.02
2026-05-23,paid_social,14399.37
2026-05-23,email,1662.44
2026-05-23,referral,3701.34
2026-05-23,influencer,4067.41
2026-05-24,paid_search,15850.49
2026-05-24,paid_social,13748.72
2026-05-24,email,1926.15
2026-05-24,referral,3116.06
2026-05-24,influencer,6807.33
2026-05-25,paid_search,16458.8
2026-05-25,paid_social,12412.3
2026-05-25,email,1768.62
2026-05-25,referral,3376.48
2026-05-25,influencer,5721.83
2026-05-26,paid_search,15046.99
2026-05-26,paid_social,14616.66
2026-05-26,email,1575.24
2026-05-26,referral,4071.61
2026-05-26,influencer,4129.73
2026-05-27,paid_search,11567.37
2026-05-27,paid_social,10537.94
2026-05-27,email,2185.63
2026-05-27,referral,2782.83
2026-05-27,influencer,6045.28
2026-05-28,paid_search,12610.8
2026-05-28,paid_social,15322.27
2026-05-28,email,1951.53
2026-05-28,referral,4035.44
2026-05-28,influencer,3848.07
2026-05-29,paid_search,14266.28
2026-05-29,paid_social,11117.66
2026-05-29,email,2432.01
2026-05-29,referral,3600.33
2026-05-29,influencer,4720.8
2026-05-30,paid_search,7671.5
2026-05-30,paid_social,17484.15
2026-05-30,email,1991.25
2026-05-30,referral,3095.3
2026-05-30,influencer,6113.33
2026-05-31,paid_search,13414.12
2026-05-31,paid_social,10596.45
2026-05-31,email,1801.01
2026-05-31,referral,3507.75
2026-05-31,influencer,5499.48
2026-06-01,paid_search,12182.48
2026-06-01,paid_social,8500.69
2026-06-01,email,1791.43
2026-06-01,referral,3495.62
2026-06-01,influencer,6660.63
2026-06-02,paid_search,15572.52
2026-06-02,paid_social,11046.94
2026-06-02,email,1868.6
2026-06-02,referral,4135.18
2026-06-02,influencer,6946.82
2026-06-03,paid_search,13806.29
2026-06-03,paid_social,13155.69
2026-06-03,email,2034.01
2026-06-03,referral,1951.36
2026-06-03,influencer,5834.03
2026-06-04,paid_search,12639.72
2026-06-04,paid_social,13628.12
2026-06-04,email,1487.84
2026-06-04,referral,2625.34
2026-06-04,influencer,5694.84
2026-06-05,paid_search,12462.06
2026-06-05,paid_social,14969.43
2026-06-05,email,1355.18
2026-06-05,referral,3332.13
2026-06-05,influencer,6840.81
2026-06-06,paid_search,15796.43
2026-06-06,paid_social,13511.56
2026-06-06,email,1721.97
2026-06-06,referral,3701.4
2026-06-06,influencer,7568.22
2026-06-07,paid_search,16687.5
2026-06-07,paid_social,8590.35
2026-06-07,email,1994.92
2026-06-07,referral,3127.55
2026-06-07,influencer,6173.82
2026-06-08,paid_search,16117.23
2026-06-08,paid_social,15729.8
2026-06-08,email,1238.59
2026-06-08,referral,3384.83
2026-06-08,influencer,4573.39
2026-06-09,paid_search,15331.18
2026-06-09,paid_social,12087.92
2026-06-09,email,1304.3
2026-06-09,referral,2723.73
2026-06-09,influencer,8240.44
2026-06-10,paid_search,15743.02
2026-06-10,paid_social,11314.4
2026-06-10,email,1375.16
2026-06-10,referral,4022.39
2026-06-10,influencer,6299.34
2026-06-11,paid_search,16298.59
2026-06-11,paid_social,15729.45
2026-06-11,email,2212.16
2026-06-11,referral,2270.2
2026-06-11,influencer,5472.22
2026-06-12,paid_search,16016.6
2026-06-12,paid_social,11107.07
2026-06-12,email,2398.27
2026-06-12,referral,4537.74
2026-06-12,influencer,5823.29
2026-06-13,paid_search,14231.39
2026-06-13,paid_social,12366.02
2026-06-13,email,1695.97
2026-06-13,referral,4189.68
2026-06-13,influencer,4508.47
2026-06-14,paid_search,9387.44
2026-06-14,paid_social,11200.05
2026-06-14,email,1731.36
2026-06-14,referral,3562.74
2026-06-14,influencer,5585.98
2026-06-15,paid_search,13141.48
2026-06-15,paid_social,14161.15
2026-06-15,email,1646.27
2026-06-15,referral,4050.5
2026-06-15,influencer,5787.36
2026-06-16,paid_search,19227.4
2026-06-16,paid_social,10642.46
2026-06-16,email,982.15
2026-06-16,referral,3610.82
2026-06-16,influencer,4612.6
2026-06-17,paid_search,16305.77
2026-06-17,paid_social,13598.9
2026-06-17,email,2189.2
2026-06-17,referral,4037.64
2026-06-17,influencer,6065.13
2026-06-18,paid_search,15092.47
2026-06-18,paid_social,10579.93
2026-06-18,email,1150.34
2026-06-18,referral,2666.23
2026-06-18,influencer,6209.06
2026-06-19,paid_search,17433.79
2026-06-19,paid_social,16094.96
2026-06-19,email,1535.77
2026-06-19,referral,3975.64
2026-06-19,influencer,6661.91
2026-06-20,paid_search,10419.16
2026-06-20,paid_social,11633.74
2026-06-20,email,1678.95
2026-06-20,referral,3487.13
2026-06-20,influencer,6567.57
2026-06-21,paid_search,14896.81
2026-06-21,paid_social,10053.59
2026-06-21,email,1400.08
2026-06-21,referral,3390.58
2026-06-21,influencer,3701.62
2026-06-22,paid_search,9513.53
2026-06-22,paid_social,14124.62
2026-06-22,email,1972.58
2026-06-22,referral,2413.68
2026-06-22,influencer,5298.31
2026-06-23,paid_search,17100.08
2026-06-23,paid_social,13922.15
2026-06-23,email,1669.52
2026-06-23,referral,1732.79
2026-06-23,influencer,6262.52
2026-06-24,paid_search,16302.65
2026-06-24,paid_social,13729.24
2026-06-24,email,1085.73
2026-06-24,referral,3177.62
2026-06-24,influencer,6615.15
2026-06-25,paid_search,14197.34
2026-06-25,paid_social,11265.3
2026-06-25,email,1830.47
2026-06-25,referral,3905.01
2026-06-25,influencer,5657.18
2026-06-26,paid_search,20575.06
2026-06-26,paid_social,14660.15
2026-06-26,email,2009.74
2026-06-26,referral,4786.04
2026-06-26,influencer,6627.56
